,Vehicle_model,Vehicle_Year,Vehicle_Rating,Review_Date,Author_Name,Vehicle_Name,Helpful_weight,Review_Title,Customer_Rating,Review
438,V60,2015,4.3, 11/29/2015,Steve Paul,T6 R-Design 4dr Wagon AWD (3.0L 6cyl Turbo 6A),19 of 21 people found this review helpful,Great Combo of Power/torque and Gas Economy,5,"Ordered our 2015 V60 in March 2014 soon after it went on sale in the USA, and delivered May 2014. Our dealer only had AWD in stock, but wanted FWD with the new Turbocharged Drive-E 4cyl engine/8-speed transmission. What a great combo of power/torque and gas economy. Easy 30+ mpg highway. 

Two options ordered were the Blind Spot Information System (BLIS) and heated fabric seats (all)…one of the few cars you can buy heated seats without leather. Base model also lacks the roof rails, also my preference for a cleaner look. And base model dashboard I prefer over the upgrade electronic dashboard.

Best Features:  engine/trans combination, classic Volvo seating perfect for my 6’ size, 36,000 miles of maintenance included, and Euro styling.

Worst Feature:  1) Excessively aggressive start/stop. Learned to use the paddle-shifter Left to disable in traffic and in anticipation of signal light change and turns. I doubt the feature really saves very much. Just one unplanned repair of this feature in the life of the car will more than negate any fuel saving.
2) No Oil Dipstick in the Drive-E Engine…ugh!

Also considered the Audi A3 but arrogance of dealer turned me off, and would have also considered a Saab had they not gone broke.

Wife has the XC60, and I prefer the V60 as a driver’s car.

Tip:  Free 6 months of Sirius has expiration date, so activate your free period promptly. Had to negotiate with Sirius to get my full 6 months.

Favorite car after previously owning (new) in order:  VW, Audi, Impala SS, Saab 9-3, and Cadillac CTS. "
439,V60,2015,4.3, 03/25/2014,bbrigham,T5 4dr Wagon AWD w/Prod. End 6/14 (2.5L 5cyl Turbo 6A),8 of 8 people found this review helpful,Volvo Hit A Home Run Bringing the V 60 to the US,5,"What value for the money!
I didn't have to pay big money for this ride.
The car handles beautifully and is fun to drive.
After having driven the XC 90 and V 70 AWD models for the past 10 + years --- I found the V 60 gives me the same satisfaction of ownership at a much lower price.  "
440,V60,2015,4.3, 09/11/2015,Eric Nesset,T5 Drive-E 4dr Wagon (2.0L 4cyl Turbo 8A),19 of 22 people found this review helpful,Agree with Edmunds review but....,5,"Basically the Edmunds review of Volvo's V60 is accurate in my experience, having purchased a new 2015.5 T5 Premier five months and 7000 miles ago.  The only nit I would pick are the comments about the controls of the Sensus electronics system. The review mentions that the control via a dial on the central instrument panel is less than optimal.  I would agree if this was the only way to control the various systems such as media, navigation, internet, etc.  However, all of these systems can alternatively be controlled via the curled knob and a couple of pads located on the right hand of the steering wheel with your right hand thumb.  Personally, I hardly ever use the dial on the center instrument cluster and use the steering wheel controls for entering radio, sirius, internet, navigation and phone inputs which I feel is at least as convenient as a central console mouse type control because you can leave both hands on the steering wheel while controlling these systems.

After 18 months and 22,000 miles of ownership the car is still performing as new.  Gas mileage is averaging about 30 mpg which is exceeding my expectations considering its performance and comfort. The only maintenance has been two Dealer 10K oil changes and checkups at no cost to me. The only changes to the car I would recommend are faster than 3G internet and the cars rather wide turning radius makes parking in tight spots a little challenging. The driver and passenger front seats are very comfortable on all day drives. 

I have now driven my V60 38,000 miles with no problems.  Only routine 10K service and absolutely no repairs or issues with the car.  I use it primarily for road trips and average over 30 mpg.  The seats are really comfortable on all day drives and the leather looks new but I clean and treat the leather upholstery about twice a year so I'm sure that helps.  I replaced the OEM Continental tires after only 25K miles because they became very noisy. The Pirelli P7 tires on the car now are much quieter and seem to be wearing well.

Now I have 43,500 miles with no problems.  Only regular 10K service and no repairs.  The 40K service (the first I had to pay for) seemed a bit expensive but I choose to have the brake fluid changed because I live in the humid southeast which added to the cost. I continue to get 30+mpg in mostly highway driving. "
441,V60,2015,4.3, 08/15/2014,derickd81,T5 Drive-E 4dr Wagon w/Prod. End 6/14 (2.0L 4cyl Turbo 8A),18 of 21 people found this review helpful,9K miles in and loving it. Great car.,5,"Bought car in April, now has over 9K miles on it, including some long road trips. I have been able to hit all EPA mileage ratings, including highway. I have 30 mpg average over the last 6K miles. Car has been flawless, easy to use, drive, etc. I still catch myself staring at it, or pausing while sitting in it to take it all in. Went on a month long vacation with my wife. We fit everything we needed and our cat in the car with the seats down. Plenty of room. It's fast, quiet at highway speed, and the seats are wonderful. I've done four 12hr stints in the driver's seat at not been uncomfortable at all. This car is a gem, I think it should be on your test drive list, at the least.  "
442,V60,2015,4.3, 11/07/2015,Grn567,T5 Drive-E 4dr Wagon (2.0L 4cyl Turbo 8A),14 of 16 people found this review helpful,Love the car in every way except for tires,4,"2015.5 Volvo v60 premier e-drive

Pros 
-handles great, very responsive 
- sporty, fast, so fun to drive 
- beautiful lines
- silent cabin
- most comfy seats
- very good gas mileage though overstated, I think as best we've managed is 34 mpg
- plenty of cargo space 

Cons
- no doubt its falling grace are the cheap Continental tires. I'm 45 years old, never a tire blow out in my life and I've had 2 now in first 5 months of car

- usb does not support iPhone 6 so only Bluetooth linkable which is kinda lame "
443,V60,2015,4.3, 09/13/2016,R M M,T5 Drive-E 4dr Wagon (2.0L 4cyl Turbo 8A),6 of 6 people found this review helpful,THIS CANNOT BE A WAGON! Surprising Performance,5,"I canNOT believe that this is a wagon. It outperformed the 3 series BMW in my test drives, and continues to impress. We were really skeptical on the MPG claims, but it does fairly close to it (if you can resist the temptation to enjoy the surprising pickup). We generally  are ""green drivers"" and get better than usual miles, but I still doubted the 37mpg highway claim. Yet, this morning, I got 33 in a 15mi city drive from my kids' school to the office (A/C on as it was ~90F outside), but this is Raleigh NC traffic (mild). This weekend we had the car loaded with 2x large adults, 2x kids(in giant, heavy, 5 point boosters), 2x 10gl coolers full of drinks and ice, a small bag of clothes, 2 large picnic blankets, 2 folding chairs, and a 60lbs dog, but we still did 29mpg in a mix drive(60mi city/25mi hwy) of 85mi (round trip). The trunk space is great. All that stuff fit and the giant poodle still could stretched out on his bed. The software for trip computer and other things could be simpler, and the breaks feel too smooth for people that enjoy the sporty action of an audi, but the car is excellent in every other way. Ohhhhhhh, the seats are amazing.

Updates: over a year in and we continue to be very happy with this Volvo. It is comfortable, has ample space for us, it is versatile, drives like a sports car(except for soft/smooth breaks), and gets decent mileage if driven accordingly. Only snag is that the cell app is impossible to get working for us, so I don't get to turn it on before getting out of the house, etc. "
444,V60,2015,4.3, 04/23/2015,kmurray105,T5 Drive-E 4dr Wagon w/Prod. End 6/14 (2.0L 4cyl Turbo 8A),9 of 10 people found this review helpful,"Sporty, efficient and comfortable",4.5,"I have had the V60 for about a month and so far I love it.  2 years ago I replaced my 2006 Saab 95 wagon, because it needed some expensive repairs and with Saab out of business I didn't want to keep putting money into it.  I replaced it with a leased Buick Regal, a car with better technology but handling and performance that was not as good and gas mileage that was not any better. As my lease expired I looked at a lot of different cars.  I discovered the V60 had mostly better technology features that the Buick, performance and handling that was not quite as good as the Saab but close, and much better fuel efficiency.  The V60 is also tremendously comfortable; a keeper. "
445,V60,2015,4.3, 07/17/2014,threefingr,T5 Drive-E 4dr Wagon w/Prod. End 6/14 (2.0L 4cyl Turbo 8A),25 of 31 people found this review helpful,More of a hatchback than a wagon,4,"I've been driving my V60 with sports package for the last 3 months and have put 5000 miles on the car.
The drive is nice, though there's a noticeable hesitation after stepping on the gas.
Handling and ride are very good.
It's much smaller than the boxy volvo wagons of old.
The back hatch is adequate for groceries or a small dog (like my mini Aussie).
But forget about bikes, even with the seats down.
The legroom for backseat passengers is tiny.
My pre-teen kids are ok but adults would be uncomfortable.
The front seats on the other hand are exceptionally comfortable.
The hi-tech & eco features are spotty, especially auto engine shutoff when stopped .
MPG is well below EPA estimates. "
446,V60,2015,4.3, 04/20/2016,Seth Harriff,T5 4dr Wagon AWD (2.5L 5cyl Turbo 6A),12 of 15 people found this review helpful,Really Nice Used Car Value,5,"I looked at small SUVs and wagons with high safety ratings and good reliability. Performance of this model is decent - I have the AWD with the older 2.5 T5 and the 5sp auto. I like the known reliability of the older engine, although the performance and fuel economy of the newer one was appealing, it wasn't an option in this model year, and I was looking for a lightly used vehicle. 

2015.5 for electronics is key - better nav, better 'infotainment' with an upgraded Sensus setup. The car has a built-in wifi hotspot (it's ATT service, and free until Volvo figures out how to pass thru charges) in addition to OnCall (Volvo's version of OnStar) and Sirius traffic is free for 4 years from original sale date.

Seats are very comfy - I don't have the sport package, which has larger bolstered seats, but I do have the Climate package, so everything that should be heated or cooled is done automatically. Storage is smallish for a wagon, but still useful.

Styling of both outside and inside is nice - very Swedish still, which is good - I was glad to see that Geely didn't distract from that or the safety of Volvo when they purchased the company. Safety features are great - backup cam and sensors include a cross-traffic warning, and the City Safety function hasn't been used by me, but it's nice to know it's there. "
447,V60,2015,4.3, 02/24/2018,Steve Paul,T5 Drive-E 4dr Wagon (2.0L 4cyl Turbo 8A),3 of 3 people found this review helpful,Still a Fan of the V60 After 4 Years,5,"Great combination of comfort, acceleration, fuel economy in the 4cyl version, and cargo space "
448,V60,2015,4.3, 06/25/2017,Gary,T5 Drive-E 4dr Wagon (2.0L 4cyl Turbo 8A),6 of 8 people found this review helpful,Piece of Swedish Junk,2,Car has been in 6 times for an issue with loss of power. They rebuilt the engine at 29k miles. Still exhibits intermittent power loss due to pre-detonation of spark plugs which retards the timing causing the loss of power. Happens without warning which makes it very unsafe to drive when merging. Volvo has acknowledge the issue yet states it will happen under certain conditions. They have been completely and utterly useless and are unwilling to resolve the issue. Do a search under Volvo Drive E Clicking and you will find the info. 3rd and last Volvo. *update* Volvo finally replaced the defective motor at 39k after reaching out to the CEO. Car has performed without a flaw since that time. 
449,V60,2015,4.3, 05/25/2014,markyfish,T5 Drive-E 4dr Wagon w/Prod. End 6/14 (2.0L 4cyl Turbo 8A),26 of 45 people found this review helpful,21st Century Sportwagon,5,"This car is fast, comfortable, beautifully designed, and luxurious. It is a thoroughly modern vehicle in every way and demonstrates how far Volvo has come. The new 2 litre engine is totally smooth, and the 8 speed auto always places you in a sweet spot for torque. The top notch electronics features illustrate that accidents will be preventable one day. It is the best value in premium wagons, and the design is pure and classic............ "
450,V60,2015,4.3, 07/26/2015,Mike,T5 Drive-E 4dr Wagon (2.0L 4cyl Turbo 8A),17 of 54 people found this review helpful,Resale Vaule Terrible - Do not buy,2,"I bought this car about 115 months ago thinking it would be great for a new family. I went to bring my newborn home and the rear-facing car seat did not fit, when I say it did not fit I mean the front passenger seat had roughly 3inches of legroom making the seat unusable. After finding the car would not fit out needs I went to trade in the car and visited 7 dealers and the car had depreciated higher than 50%. The sticker on my car was 42,534 and the trading in came in at 20k after just 15months. If you are looking at this car plan on keeping it for a long time or you will be throwing money away. "
451,V60,2015,4.3, 08/01/2017,Jeff D,T5 Drive-E 4dr Wagon (2.0L 4cyl Turbo 8A),1 of 37 people found this review helpful,Chinese Engineering!,1,"Do you like a car to be stylish?  Do you like your car to perform?  Do you like your car to have seamless phone connectivity?  Do you like a car that makes you say ""WOWZER!"" when you get in and it roars to life?  If you have answered ""yes"" to any of these, then you should pass by the V60.  The bluetooth entertainment system facilitates that the driver will need to physically use his/her phone to navigate through music selections.  Power?  There is none.  I can't imagine having a load of family and bags in this thing and trying to cross a busy road.  I have no confidence in doing so solo.  Selecting manual shift mode will help somewhat, but even then, the shifting is so delayed that you could get stuck trying to get out of traffic in a hurry.  Style?  It has the style appeal of a harvest gold dishwasher in a granite and stainless steel kitchen.  You've no doubt heard the expression that one could screw up a ball bearing....Welcome Chinese ingenuity to the world of Volvo. "
452,V60,2016,4.5, 04/01/2016,Vicki,T5 Drive-E Premier 4dr Wagon (2.0L 4cyl Turbo 8A),48 of 48 people found this review helpful,Immediately Knew It Was My Car,5,"I have spent the last year and a half researching vehicles on line and test driving cars that looked promising.  My focus was on a crossover SUV, with the top three eventually being (in no particular order) the Volvo XC60, Acura RDX and Toyota RAV4 Hybrid.  I test drove all three cars more than once and still couldn't determine a clear favorite.  One evening, I read Edmunds review of the Volvo V60 wagon, which I hadn't researched, but was very interested in the car after reading the review.  I test drove the car a few days later and liked it, and the following weekend, took my spouse to the dealership to try the car, not intending to get one that day.  We were both really impressed with the handling, the zippy drive, and the way it felt on the freeway and on the city streets.  We decided to try the XC60 again while we were there for an immediate comparison, but I got behind the wheel of the V60 one more time and knew it wasn't necessary to drive another car; this one was it, and we drove it home that evening.  Basically, the V60 is very similar to the XC60, just doesn't have the SUV height.  The seats are so comfortable, the dash and instrumentation clear and easy to read, and the best feature for me is the blind spot monitor which is built into the post rather than the side mirror, which I much prefer.  This is a solid vehicle, with excellent pick-up and acceleration and a very smooth ride and very good gas mileage.  I wanted the new safety features available on today's cars which was the reason for the new car, and they are totally worth it.  Backed out of the driveway the other day, and the cross traffic alert let me know that a car was speeding down our street.  Very clear picture in the back-up camera and navigation screen.  All the bells and whistles are easy to program.  V60 scored well on all the safety tests, which was a must for me.  Very happy with the decision, and I am looking for reasons to get in the car and drive it!

6-Month Update:  Still love this car.  Seat comfort is outstanding.  We have driven it on a couple of road trips, and the ride is smooth and comfortable.  Air conditioning is spot on, and the sound system is fine, even though we didn't get an upgraded system.  Gas mileage has been good, too, especially on the highway on the trips we have taken.  Two things I particularly love:  the blind spot monitor and the rear view through the back window.  Re the blind spot: the amber light is positioned perfectly on the interior of the car rather than on the outside mirrors as it is on other vehicles.  It is not intrusive at all and is a useful tool when planning to change lanes.  I also really like the view out the back window looking through the rear view mirror.  When the backseat headrests are reclined, it is like looking through a picture window!  Even when the headrests are in the up position, it is still a clear, big view out the back window.  And, the car is fun to drive.  Zippy and responsive.  No complaints or remorse after six months; I really like this car.  My husband enjoyed driving this car so much that he got an Inscription S60, which is proving to be just as satisfactory to him. "
453,V60,2016,4.5, 02/14/2017,Claire,T5 Drive-E Premier 4dr Wagon (2.0L 4cyl Turbo 8A),17 of 17 people found this review helpful,My dream car since I was 16,5,"I am very pleased with this car; my husband and I bought ours used with only 15000 miles for 28K, and could not be happier. We were unfortunate members of the VW Dieselgate scandal, and decided to sell our car back to VW and upgrade. While I do miss the sportier handling of my VW, this car is amazing and feels so professional. Also, a week after we bought this car, an Uber driver bashed into my passenger side; without the heavy profile of this car (1-3 tons), I would have been knocked into the next lane and probably been in two accidents. The BLIS safety system helped me prove my case to the insurance company that the other driver was at fault because I saw the BLIS light up as he veered into my lane and was able to share this with my insurance company. Because of all of the safety features of this car, our insurance actually went down from where it had been with my VW. This car will haul you-know-what onto the freeway and turns itself off when you are sitting in traffic, which in LA is a lot. I am not in love with the slow charging USB port, but nothing is perfect. Very grateful to be in a safe and beautiful Volvo, which I have wanted since I was 16. The back also nicely holds our Boxer and German Shepherd dogs and they love to go for rides; they jump right in when I lift the hatch. If my dogs love it, it's a winner! :) "
454,V60,2016,4.5, 02/11/2017,Tom Eisenschenk,T5 Drive-E Platinum 4dr Wagon (2.0L 4cyl Turbo 8A),8 of 8 people found this review helpful,Europe WOW!,5,"Picked up our v60 at the plant in Sweden, great Experience! Then spent 10 weeks traveling europe,Scandinavian countries  and the Baltic States in our new v60 .The v60 handled great in many  different weather and road conditions. BEST seats I have been in on a long road trip ,very comfortable! I HIGHLY RECOMMEND! ,the Volvo overseas purchase program. "
455,V60,2016,4.5, 11/20/2017,Mike K,T5 Drive-E Premier 4dr Wagon (2.0L 4cyl Turbo 8A),7 of 7 people found this review helpful,Volvo won me over from Audi,5,"This is my 2nd Volvo. First was a 2013 S60 T5 (5-cylinder) and because I liked it so much I got a 2016 V60 T5 wagon (4-cylinder). Having always been an ""Audi"" guy (I still think they’re great), I find the Volvo S & V60 out-performs the Audi for city and highway driving (that’s where I drive 80% + of the time) because of its less harsh/ comfortable suspension and its great/ fantastic seats. Also, I find the V60's engine performance is essentially perfect for the real roads of life here in southern California (that coming from a heavy foot), along with its wonderful 8 speed transmission, which has a sport mode that’s great for quicker shifting - performance, driving in the canyons, around town and particularly in bumper to bumper traffic, where it seems to intuitively know when to stay in gear/ not shift.
Also, what I like about Volvo’s in general, is there low key great, kind of timeless good looks that project a different, less in your face, “if you will” presence than Audi, BMW, Mercedes. In addition, they are less expensive as well.
In conclusion, “If” I wanted my 2016 Volvo V60 T5 to handle closer/ more similar on twisty roads to my previous Audi’s (they are “GREAT/ better” in that area), then all I need to do is get some 18”/ 19” rims that are a bit wider, higher performance tires, also a Polestar chip would not be bad as well. However, for how I use my car, this change is not necessary. "
456,V60,2016,4.5, 08/15/2016,Ed Eisenstein,T5 Drive-E Platinum 4dr Wagon (2.0L 4cyl Turbo 8A),10 of 11 people found this review helpful,Great value at great price,5,"Great car for driving trips: comfortable, great gas mileage, good acceleration and cruising speed on highway, excellent navigation and sound system. "
457,V60,2016,4.5, 05/10/2017,Charles Kuhn,T5 Drive-E Premier 4dr Wagon (2.0L 4cyl Turbo 8A),5 of 6 people found this review helpful,"Fun, 4 cylinder economy that hauls",5,"It's fun to drive, great on gas and can haul when needed. It's not as roomy as it's big brother but is not a big box either. Get the Polestar upgrade and unleash the acceleration this engine can deliver and increase you fuel economy too. "
458,V60,2016,4.5, 07/19/2017,ACM,T5 Drive-E Premier 4dr Wagon (2.0L 4cyl Turbo 8A),6 of 8 people found this review helpful,Still very pleased with my 2016 V60,5,"Still very pleased with this car. Purchased with 14k miles on it in June 2016, now have 44k miles on it (Jan 2020). Have had zero problems in the 3.5 years since. I would have appreciated the plug-in hybrid, but wasn't available in the US. Plenty of power/acceleration for me when shifted into sports mode. Interior leather is very high quality. Many small design features are A+. It's a beautiful car inside and out. "
459,V60,2016,4.5, 08/03/2018,Saphsana@gmail.com,T5 4dr Wagon AWD (2.5L 5cyl Turbo 6A),2 of 5 people found this review helpful,A sexy wagon with giddy-up!,4,"I have owned this car for a year now and have put over 40,000 miles on it.  So far nothing has gone wrong with the car and have only had to pay for oil changes and regular maintenance.  It’s very comfortable and handled extremely well in the snow.  The engine seems to be just the right size for me with and dynamic mode you really can get up and go merge onto traffic,  cross streets with ease.  It is starting to look dated on the inside as the infotainment system is getting old and the navigation doesn’t work as well as my phone so I prefer to use my phone .  Overall build quality seems very well put together no noise is coming from inside the cabin .  My only real complaint is I wish that it got better fuel economy  as I’m averaging about 26 miles per gallon with 85% highway miles . "
460,V60,2016,4.5, 06/03/2017,hOWARD wEIENR,T5 Premier 4dr Wagon AWD (2.5L 5cyl Turbo 6A),1 of 5 people found this review helpful,Great value,5,Great wagon but don't expect SUV like cargo space. 
461,V60,2016,4.5, 07/01/2016,ja isom,T5 Drive-E 4dr Wagon (2.0L 4cyl Turbo 8A),14 of 80 people found this review helpful,"New tires at 20,000 miles??",1,"First, this is my 4th Volvo so I do have a comparison.  My average over 32 years is 42,000 miles for a set of tires on past Volvos.  This model eats tires and the Continental ContiPro contact 235/45/R17 Xl are the WORST..I rolled over a small defect in the road and had to replace 2 at 14,000 miles then another about 1 month later( with warranty-thank goodness)--- and now when I was rotating at my 21,000 miles point I am told there is 2/32"" left on the remaining 2 tires...  Important point:  the majority of these miles are highway-- little braking and potholes.....     This is a 60,000 mile tire according to Volvo and Continental--    Sooo.......  who is telling the bigger lie???  Regardless  I am replacing all -- Shame on you Volvo        and Continental you obviously have no integrity either  --but sayonara to both of you.. "
462,V60,2017,4.2, 05/07/2018,Mary,T5 Premier 4dr Wagon (2.0L 4cyl Turbo 8A),13 of 14 people found this review helpful,Panel display not for an old timer.,4,"When brake pedal is fully depressed, engine shuts off. This is a ""gas-saving "" feature.  It can be disabled but this needs to be done every time the car is started; terrible idea.  There is no oil dip stick; oil level must be read by going to menu on dash -- ugh.  There is no spare tire; instead a can of ""fix-a-flat"" is supplied; stupid.    We previously owned two V70's ; unfortunately, these are no longer made so we had to downsize to a V60 -obviously much less cargo room.  It is a nice car to drive. "
463,V60,2017,4.2, 11/10/2019,Charlie K,T6 R-Design 4dr Wagon AWD (2.0L 4cyl Twincharger 8A),2 of 2 people found this review helpful,Sporty wagon. Practical and fast.,5,"If you need to haul large amounts of stuff, you might want to get something bigger.
If you want a wagon with the speed and handling of a decent sports car, buy this! "
464,V60,2017,4.2, 08/06/2019,Regretful Buyer,T5 4dr Wagon (2.0L 4cyl Turbo 8A),3 of 7 people found this review helpful,Sad with regrets,2,"I was really excited when I purchased the car. It was less than a year old with only 10k miles. Everything seemed good until around 30k. The car has various issues with the computer system. The owners book about the car is on the system computer. Also to find out your oil and other levels it’s complicated and on the car computer system. To get an oil change you can’t take it to any place to get done. So, aside from the awful dealership to get the oil changed, finding somewhere local is difficult. Anyway, what I thought was a great buy has turned into a nightmare. The system computer is awful! Don’t buy!!
 "
465,V60,2017,4.2, 03/21/2018,JamesMSimon,T6 R-Design 4dr Wagon AWD (2.0L 4cyl Twincharger 8A),3 of 20 people found this review helpful,V60 should be one of your cars,5,This is a Polestar chipped model. Not sure if the regular R-Design shifts properly. 
466,V60,2017,4.2, 11/15/2019,Nadkis,T5 Dynamic 4dr Wagon (2.0L 4cyl Turbo 8A),0 of 4 people found this review helpful,The Coolest ,5,"This Volvo V60 T5 is the most comfortable, gasoline affordable, coolest vehicle. "
467,V60,2018,5.0, 03/31/2019,Jose,T6 R-Design 4dr Wagon AWD (2.0L 4cyl Twincharger 8A),4 of 4 people found this review helpful,I love my V60,5,"Three months ago I traded my 2017 V60 RDesign for a brand new V90 Cross Country and two weeks ago I traded the V90 CC back for my old V60 which luckily it had not sold! I should make clear that the V90 Cross Country is a beautiful car, like all new current Volvos; however, the newer volvos and of course in that V90, they have this iPad looking touch screen in the console where EVERYTHING is controled and accessed and in my honest opinion, it needs refinement. I had a lot of issues with it not working properly and made the driving experience annoying.  I hope Volvo fixes the slow and finnicky touch screen so it works properly, until then i will enjoy the good old, reliable, beautiful and supremely comfortable V60 until it dies. "
468,V60,2018,5.0, 11/18/2018,CP35,Polestar 4dr Wagon AWD (2.0L 4cyl Twincharger 8A),5 of 6 people found this review helpful,Awesome,5,"Totally pleased. Even though it’s an outgoing model, Polestar is a very unique blend of comfortable performance car and exclusivity while flying under the radar. Very pleased. Fun to drive. "
469,V60,2018,5.0, 02/17/2018,milt davis,Polestar 4dr Wagon AWD (2.0L 4cyl Twincharger 8A),4 of 6 people found this review helpful,Volvo V-60 Polestar a real sleeper,5,Nav voice command interface could be better and have an address book feature. 
470,V60,2018,5.0, 05/30/2019,JC,T5 Dynamic 4dr Wagon (2.0L 4cyl Turbo 8A),1 of 1 people found this review helpful,Love it!!,5,Really a nice car. Seats move several directions so the back can be flat. I like it. 
471,V60,2019,4.5, 08/09/2019,Mosswagon,T5 Momentum 4dr Wagon (2.0L 4cyl Turbo 8A),4 of 4 people found this review helpful,I bought the cheapest V60 in the US and I love it!,5,"Since you can only get the (non-cross country) V60 by special order I can't imagine most people are trying to buy the base model in this luxury segment. The starting price for 2019 on the T5 Momentum was $38,900. I fell in love with the cloth (City Weave) seats only offered on this trim so it wasn't a hard decision.  

You don't need all the bells and whistles. I saved over $5,000 skipping the Advanced and Multimedia packages. Volvo's navigation is unnecessary now that Apple Carplay and Android Auto allow for Google maps and I honestly don't mind the smaller 8"" digital display for the driver. The base stereo wasn't that bad compared to the mid-level HK either.

The default auto braking system when backing into traffic was a little startling at first - especially in city traffic. But I had no problem reducing the sensitivity through the touch screen. Then again, I’m the type of guy who really enjoys going through the manual and clicking through every feature until I am familiar with the system. I actually love how many things are customizable. A lot of journalists complain about the HVAC controls in the touch screen however I use the voice command system to adjust the temp. with no issues.

This was in the running with the top trim Subaru Outback and VW Alltrack. The Alltrack was a little more tossable in the corners even with its lifted ride height. I really was surprised by how much fun it was to drive - so much so that we test drove it twice! The VW was definitely the runner-up simply for its driving dynamics. The Outback’s CVT was a deal breaker - not mention it’s hideous looking (subjective, I know). The only thing I really enjoyed about the Subaru was how big it felt on the inside - especially the back seats. In the end we chose the base Volvo for a few thousand more. It’s more comfortable, quiet, and luxurious inside. The egress and ingress is what you’d expect compared to a CUV but I don’t have any issues putting my kid in his rear-facing child seat. The cargo is big enough for our family’s needs. 

I totally get why people hate on the new Volvo touch screen. Having the HVAC on the screen is definitely not my preference but the Volvo voice command system is great. We test drove a lot of CUVs and wagons (Outback, Alltrack, TourX, Hybrid Rav4, etc) and the Volvo screen was by far the most responsive - especially with the new chip update. Luckily there is still a button for max defrost. Would I prefer more physical buttons? Sure. But have you seen the body lines on the V60 wagon? It’s a worthy trade-off. In the end, it’s by far the most beautiful car I’ve ever owned. I’ve never looked back at my car in the parking lot until owning this V60.


 "
472,V60,2019,4.5, 07/25/2019,Tim M,T5 Momentum 4dr Wagon (2.0L 4cyl Turbo 8A),1 of 2 people found this review helpful,V60Cross Country,4,"First 2500 miles, the T5 Cross Country is quick and responsive. Physically, it's about the size of the XC70 but has more back seat room. You loose a little cargo room, but the kids are happier. The infotanment is an IPad, if you can't use it, give up on tech. By far the easiest system. 
Grown clearance is close to most crossovers
It's fun to drive
 "
473,V60,2020,4.7, 07/31/2019,Paul P.,T5 R-Design 4dr Wagon (2.0L 4cyl Turbo 8A),10 of 11 people found this review helpful,15 Day European Vacation on Volvo (V60 R On Order),5,"Last of European Car Companies to offer R/T air and lodging for their Overseas Delivery Program.  
Order custom options with 8% off MSRP and drive with full coverage and registration for 15 days as an additional incentive.  FYI, the T6 is not available for 2020 contrary to info stated.  T5 has a Polestar Option ($1166) which adds 28 HP to the base 250 turbo and bumps ft lbs to 317 from 295.  
Concern regarding our 10/8/19 Gothenburg Delivery will be how tight the suspension might be!  But sleek look and Wagon space, coming from an Audi  A7, will be interesting!  Atleast unsurpassed safety!
Go for Inscription if ventilated seats, AWD, and the massage feature are a must.  Paul P. Stuart, FL "
474,V60,2020,4.7, 06/30/2020,Boris,T5 Momentum 4dr Wagon (2.0L 4cyl Turbo 8A),1 of 2 people found this review helpful,Review of Volvo V60 2020,5,This is the second Volvo V60 we one. The first V60 we replaced after the car accident. It saves our lives. New V60 has a lot of new options. Car handles the road very well(responsive). We have this car for a less than a month. 
475,V60,2020,4.7, 07/28/2019,Sonia M,T5 Momentum 4dr Wagon (2.0L 4cyl Turbo 8A),0 of 12 people found this review helpful,Nice car but don't like front grille,4,"Has all the bells and whistles but the design on  the front is too clunky looking to me. I do like the huge moon roof on the Inscription model but is too expensive for me.  Wish The momentum had a huge moonroof..that might have changed my mind.  The older V60's are nicer,  more streamlined and so I will wait for one of those.  Less expensive too! "
476,V60 Cross Country,2015,4.0, 05/20/2015,dcc305,T5 4dr Wagon AWD (2.5L 5cyl Turbo 6A),10 of 11 people found this review helpful,"Solid, Comfortable, Stylish",5,"Unique styling drew me in when my S60 lease ended.  Cross shopped Audi, BMW; better value and not nearly as common. Drives a bit more ""sedate"" than S60 but still more sport sedan than luxury SUV. Handles well, brisk acceleration, nice steering feel, tad less agile than S60 but admirably close given the elevated ground clearance/AWD weight.   Quiet at speed, relaxing to drive but also fun and willing when pushed a bit. Sensus system is often criticized, but it makes sense to me and can be controlled from steering wheel, unlike competitors' systems.  The keypad that some consider ""dated"" adds functionality. My S60 was very dependable. I expect mechanically similar V60CC to be the same.

Update 5/18: Turned in at end of lease - would have bought, but buy-out was a bit over book.  Really enjoyed this car.  Family had issues with tight quarters, but as driver, very comfortable for me (average size male).  In 3 years of ownership, 26000 miles, no reliability issues aside from occasional hiccups with the infotainment system which would self-correct when car re-started.  I would agree with car review sites that, compared with competitors, Volvos drive a little “busier” - firm suspension, road imperfections come through, but overall car feels very solid and comfortable with better steering weight for my taste compared with Audi, BMW. "
477,V60 Cross Country,2015,4.0, 12/27/2015,Marshall Field,T5 4dr Wagon AWD (2.5L 5cyl Turbo 6A),2 of 2 people found this review helpful,Very Hard To Beat,4,"Finally decided to get the v60 CC instead of the Benz GLA. It boiled down to comfort and cargo area. Love my choice. Drove 4+ hrs again today and instead of tired from the road, emerged from the car invigorated. Supremely comfortable.

Slight negatives:
""heavy"" steering wheel
MPG is only average "
